Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Stary kod stacji;WskaŸnik;Czas uœredniania;Œrednia;Min;Maks;Liczba pomiarów;Kompletnoœæ ;Liczba Lato/Zima
2002;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;MpKrakowWIOSBulw6118;PM2.5;24g;48,9;6,0;244,1;71;19,5;1,0
2002;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;MpKrakowWIOSPrad6115;PM2.5;24g;42,1;8,2;196,7;62;17,0;1,1
2003;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;MpKrakowWIOSPrad6115;PM2.5;24g;46,3;10,6;205,6;65;17,8;0,9
2004;³ódzkie;PL1001;Aglomeracja £ódzka;LdLodzLegion;LdLodzWSSEMLegiono;PM2.5;24g;18,6;8,0;88,0;188;51,4;4,7
2005;³ódzkie;PL1001;Aglomeracja £ódzka;LdLodzLegion;LdLodzWSSEMLegiono;PM2.5;24g;23,8;4,0;105,0;306;83,8;0,7
2005;œl¹skie;PL2404;miasto Czêstochowa;SlCzestCzes_rzasa;SlCzestCzes_rzasa;PM2.5;24g;32,4;0,1;139,6;234;64,1;2,1
2006;³ódzkie;PL1001;Aglomeracja £ódzka;LdLodzLegion;LdLodzWSSEMLegiono;PM2.5;24g;24,6;5,0;106,0;266;72,9;0,6
2006;pomorskie;PL2202;strefa pomorska;Pm.63.wDSMm;Pm.63.wDSMm;PM2.5;24g;22,0;2,0;103,0;278;76,2;0,7
2006;œl¹skie;PL2401;Aglomeracja Górnoœl¹ska;SlZabSkloCur;SlZabrzZabr_sklod;PM2.5;24g;30,6;3,6;171,1;266;72,9;2,0
2006;zachodniopomorskie;PL3201;Aglomeracja Szczeciñska;ZpSzczPils02;ZpSzczecin002;PM2.5;1g;20,7;1,0;145,0;6934;79,2;1,7
2007;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;KpBydgWarszawska;PM2.5;1g;22,8;0,0;261,1;7479;85,4;1,2
2007;lubelskie;PL0601;Aglomeracja Lubelska;LbLublinPiel;LbLublinPiel;PM2.5;24g;20,6;3,0;93,0;226;61,9;0,9
2007;³ódzkie;PL1001;Aglomeracja £ódzka;LdLodzLegion;LdLodzWSSEMLegiono;PM2.5;24g;17,1;4,0;50,0;176;48,2;1,0
2007;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;MpKrakowWIOSBulw6118;PM2.5;24g;38,9;8,6;209,0;55;15,1;1,5
2007;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszSGGW;MzWarszSGGW;PM2.5;24g;22,4;3,8;64,5;52;14,2;1,0
2007;œl¹skie;PL2401;Aglomeracja Górnoœl¹ska;SlZabSkloCur;SlZabrzZabr_sklod;PM2.5;24g;32,5;4,2;179,9;180;49,3;1,0
2007;zachodniopomorskie;PL3201;Aglomeracja Szczeciñska;ZpSzczPils02;ZpSzczecin002;PM2.5;1g;19,5;0,0;124,0;8591;98,1;1,0
2008;dolnoœl¹skie;PL0201;Aglomeracja Wroc³awska;DsWrocWybCon;DsWrocKorzA;PM2.5;24g;21,5;5,7;93,7;294;80,3;0,8
2008;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;KpBydgWarszawska;PM2.5;1g;21,1;0,8;183,8;3842;43,7;0,8
2008;lubelskie;PL0601;Aglomeracja Lubelska;LbLublinPiel;LbLublinPiel;PM2.5;24g;18,6;3,5;110,5;214;58,5;0,9
2008;³ódzkie;PL1001;Aglomeracja £ódzka;LdLodzLegion;LdLodzWSSEMLegiono;PM2.5;24g;23,1;5,0;93,0;186;50,8;1,3
2008;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;MpKrakowWIOSBulw6118;PM2.5;1g;37,6;3,0;354,0;8581;97,7;1,0
2008;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;MpKrakowWIOSBulw6118;PM2.5;24g;37,5;3,4;254,7;354;96,7;1,0
2008;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;MpKrakowWIOSPrad6115;PM2.5;1g;33,5;3,0;393,0;8746;99,6;1,0
2008;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;MpKrakowWIOSPrad6115;PM2.5;24g;33,5;4,3;245,9;364;99,5;1,0
2008;podkarpackie;PL1802;strefa podkarpacka;PkJasloWIOSFabr;PkJasloWIOSFabr;PM2.5;1g;32,0;0,0;270,7;6259;71,3;1,0
2008;podkarpackie;PL1802;strefa podkarpacka;PkPrzemyslWIOSMick;PkPrzemyslWIOSMick;PM2.5;1g;45,1;0,0;428,4;7109;80,9;1,0
2008;pomorskie;PL2201;Aglomeracja Trójmiejska;Pm.a09a;Pm.a09a;PM2.5;1g;13,5;0,9;119,3;6504;74,0;2,0
2008;pomorskie;PL2202;strefa pomorska;Pm.63.wDSMm;Pm.63.wDSMm;PM2.5;24g;14,7;1,0;57,0;300;82,0;1,0
2008;œl¹skie;PL2401;Aglomeracja Górnoœl¹ska;SlKatoKossut;SlKatowKato_kossu;PM2.5;24g;24,1;5,0;91,0;214;58,5;4,0
2008;œl¹skie;PL2401;Aglomeracja Górnoœl¹ska;SlZabSkloCur;SlZabrzZabr_sklod;PM2.5;24g;40,4;4,4;239,3;354;96,7;1,1
2008;œl¹skie;PL2402;Aglomeracja Rybnicko-Jastrzêbska;SlZorySikors;SlZoryzZory_sikor;PM2.5;24g;40,7;5,0;227,0;119;32,5;0,6
2008;wielkopolskie;PL3001;Aglomeracja Poznañska;WpPoznPolank;WpWKP001;PM2.5;1g;23,7;1,1;241,9;8711;99,2;1,0
2008;zachodniopomorskie;PL3201;Aglomeracja Szczeciñska;ZpSzczPils02;ZpSzczecin002;PM2.5;1g;19,7;0,0;181,0;8177;93,1;1,0
2009;dolnoœl¹skie;PL0201;Aglomeracja Wroc³awska;DsWrocWybCon;DsWrocKorzA;PM2.5;1g;25,5;2,0;286,0;4529;51,7;1,2
2009;dolnoœl¹skie;PL0201;Aglomeracja Wroc³awska;DsWrocWybCon;DsWrocKorzA;PM2.5;24g;32,6;1,2;139,0;361;98,9;1,0
2009;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;KpBydgWarszawska;PM2.5;1g;20,3;0,0;224,3;5011;57,2;1,2
2009;lubelskie;PL0601;Aglomeracja Lubelska;LbLublinPiel;LbLublinPiel;PM2.5;24g;23,4;7,0;106,5;310;84,9;1,0
2009;³ódzkie;PL1001;Aglomeracja £ódzka;LdLodzCzerni;LdLodzWIOSACzernik;PM2.5;1g;23,4;1,0;104,0;4754;54,3;1,2
2009;³ódzkie;PL1001;Aglomeracja £ódzka;LdLodzLegion;LdLodzWSSEMLegiono;PM2.5;24g;31,4;4,0;114,0;267;73,2;0,6
2009;³ódzkie;PL1001;Aglomeracja £ódzka;LdZgieMielcz;LdZgierzWIOSAMielcza;PM2.5;1g;27,8;1,0;370,0;8324;95,0;1,1
2009;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;MpKrakowWIOSAKra6117;PM2.5;1g;52,5;5,0;282,0;2263;25,8;0,5
2009;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;MpKrakowWIOSBulw6118;PM2.5;1g;45,8;3,0;399,0;6332;72,3;0,7
2009;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;MpKrakowWIOSBulw6118;PM2.5;24g;46,2;7,0;188,5;258;70,7;0,7
2009;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;MpKrakowWIOSPrad6115;PM2.5;1g;39,2;0,0;419,0;8586;98,0;1,0
2009;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;MpKrakowWIOSPrad6115;PM2.5;24g;39,4;6,5;207,1;360;98,6;1,0
2009;ma³opolskie;PL1202;miasto Tarnów;MpTarnowWIOSSoli6303;MpTarnowWIOSSoli6303;PM2.5;24g;29,0;5,0;115,0;165;45,2;1,4
2009;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;MzWarszUrsynow;PM2.5;1g;22,4;0,6;145,1;4707;53,7;1,4
2009;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;MzWarszUrsynow;PM2.5;24g;23,6;4,0;117,6;357;97,8;1,0
2009;mazowieckie;PL1402;miasto P³ock;MzPlocMiReja;MzPlockReja;PM2.5;24g;24,0;5,5;140,4;319;87,4;1,0
2009;mazowieckie;PL1403;miasto Radom;MzRadTochter;MzRadomTochter;PM2.5;24g;24,1;3,5;137,2;334;91,5;0,9
2009;opolskie;PL1602;strefa opolska;OpKKozBSmial;OpKkozle1a;PM2.5;1g;29,2;0,0;222,0;3709;42,3;0,9
2009;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;PkRzeszWIOSSzop;PM2.5;1g;23,8;0,0;224,0;4977;56,8;1,5
2009;podkarpackie;PL1802;strefa podkarpacka;PkJasloWIOSFabr;PkJasloWIOSFabr;PM2.5;1g;36,5;1,6;288,2;4774;54,5;1,2
2009;podkarpackie;PL1802;strefa podkarpacka;PkPrzemyslWIOSMick;PkPrzemyslWIOSMick;PM2.5;1g;46,6;1,7;472,7;7368;84,1;0,8
2009;podlaskie;PL2001;Aglomeracja Bia³ostocka;PdBialWaszyn;PdBialyMiejska;PM2.5;1g;18,6;0,0;268,0;4456;50,9;1,1
2009;pomorskie;PL2202;strefa pomorska;Pm.63.wDSMm;Pm.63.wDSMm;PM2.5;24g;17,4;1,0;72,0;317;86,8;0,8
2009;œl¹skie;PL2401;Aglomeracja Górnoœl¹ska;SlGliwicMewy;SlGliwiGliw_mewy;PM2.5;1g;35,1;1,0;292,0;3308;37,8;0,8
2009;œl¹skie;PL2401;Aglomeracja Górnoœl¹ska;SlKatoKossut;SlKatowKato_kossu;PM2.5;1g;37,0;1,0;267,0;4427;50,5;1,1
2009;œl¹skie;PL2401;Aglomeracja Górnoœl¹ska;SlKatoKossut;SlKatowKato_kossu;PM2.5;24g;29,9;5,0;94,0;249;68,2;1,1
2009;œl¹skie;PL2401;Aglomeracja Górnoœl¹ska;SlZabSkloCur;SlZabrzZabr_sklod;PM2.5;1g;34,6;1,0;614,0;8023;91,6;0,9
2009;œl¹skie;PL2401;Aglomeracja Górnoœl¹ska;SlZabSkloCur;SlZabrzZabr_sklod;PM2.5;24g;39,9;2,2;259,4;329;90,1;1,2
2009;œl¹skie;PL2402;Aglomeracja Rybnicko-Jastrzêbska;SlZorySikors;SlZoryzZory_sikor;PM2.5;24g;33,9;5,0;205,0;352;96,4;0,9
2009;warmiñsko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;WmOlsztyWIOS_Puszkin;PM2.5;1g;16,0;0,2;214,0;4038;46,1;1,3
2009;warmiñsko-mazurskie;PL2803;strefa warmiñsko-mazurska;WmPuszczaBor;WmPuszcz_IOS_Borecka;PM2.5;24g;13,2;0,3;104,8;363;99,5;1,0
2009;wielkopolskie;PL3001;Aglomeracja Poznañska;WpPoznPolank;WpWKP001;PM2.5;1g;26,2;0,4;217,1;8682;99,1;1,0
2009;zachodniopomorskie;PL3201;Aglomeracja Szczeciñska;ZpSzczAndr01;ZpSzczecin001;PM2.5;1g;19,0;2,0;111,0;3236;36,9;0,8
2009;zachodniopomorskie;PL3201;Aglomeracja Szczeciñska;ZpSzczPils02;ZpSzczecin002;PM2.5;1g;20,4;0,0;327,0;7340;83,8;1,0
2010;dolnoœl¹skie;PL0201;Aglomeracja Wroc³awska;DsWrocNaGrob;DsWrocGrobla;PM2.5;24g;31,9;0,2;202,0;338;92,6;1,1
2010;dolnoœl¹skie;PL0201;Aglomeracja Wroc³awska;DsWrocWybCon;DsWrocKorzA;PM2.5;1g;27,3;2,0;248,0;7855;89,7;1,2
2010;dolnoœl¹skie;PL0201;Aglomeracja Wroc³awska;DsWrocWybCon;DsWrocKorzA;PM2.5;24g;37,6;4,5;214,4;364;99,7;1,0
2010;dolnoœl¹skie;PL0202;miasto Legnica;DsLegAlRzecz;DsLegRzeczA;PM2.5;24g;30,8;5,0;218,0;321;87,9;1,1
2010;dolnoœl¹skie;PL0203;miasto Wa³brzych;DsWalbrzWyso;DsWalbWysA;PM2.5;24g;27,9;2,0;156,0;338;92,6;1,2
2010;dolnoœl¹skie;PL0204;strefa dolnoœl¹ska;DsOsieczow21;DsOsieczow;PM2.5;24g;17,5;2,0;126,0;258;70,7;1,9
2010;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydBerling;KpBydgBerlinga;PM2.5;24g;19,9;1,6;90,8;228;62,5;1,5
2010;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;KpBydgWarszawska;PM2.5;1g;27,8;0,5;429,2;7389;84,3;0,8
2010;kujawsko-pomorskie;PL0402;miasto Toruñ;KpToruDziewu;KpTorunDziewulsk;PM2.5;1g;32,4;1,0;496,0;8661;98,9;1,0
2010;kujawsko-pomorskie;PL0402;miasto Toruñ;KpToruDziewu;KpTorunDziewulsk;PM2.5;24g;32,4;7,2;207,1;359;98,4;1,0
2010;kujawsko-pomorskie;PL0403;miasto W³oc³awek;KpWloclSiels;KpWloclSielska;PM2.5;24g;21,5;3,6;54,5;92;25,2;0,2
2010;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;KpZielBoryTuch;PM2.5;24g;19,5;1,0;76,5;363;99,5;1,0
2010;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;LbLublin_Sliwins_5;PM2.5;24g;25,1;1,8;117,1;348;95,3;1,0
2010;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;LbBialaPOrzechowa;PM2.5;24g;27,0;4,0;285,0;354;97,0;1,0
2010;lubelskie;PL0602;strefa lubelska;LbChelJagiel;LbChelmJagWIOS;PM2.5;24g;24,0;3,7;157,0;347;95,1;1,0
2010;lubelskie;PL0602;strefa lubelska;LbZamoHrubie;LbZamoscHrubieszowsk;PM2.5;24g;25,9;2,5;224,2;358;98,1;1,0
2010;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzPilsud;LuGorzowWIOS_MAN;PM2.5;24g;18,8;1,8;101,4;357;97,8;1,1
2010;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;LuZgoraWIOS_AUT;PM2.5;1g;27,2;0,0;349,0;8072;92,1;1,1
2010;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;LuZgoraWIOS_AUT;PM2.5;24g;25,5;4,0;128,0;217;59,5;0,9
2010;lubuskie;PL0803;strefa lubuska;LuWsKaziWiel;LuWschowWIOS_AUT;PM2.5;24g;24,1;4,0;184,0;331;90,7;1,2
2010;³ódzkie;PL1001;Aglomeracja £ódzka;LdLodzCzerni;LdLodzWIOSACzernik;PM2.5;1g;31,8;1,0;236,0;8560;97,7;1,0
2010;³ódzkie;PL1001;Aglomeracja £ódzka;LdLodzCzerni;LdLodzWIOSACzernik;PM2.5;24g;22,9;4,0;136,0;296;81,1;1,0
2010;³ódzkie;PL1001;Aglomeracja £ódzka;LdLodzLegion;LdLodzWSSEMLegiono;PM2.5;24g;29,4;4,8;183,0;272;74,5;1,2
2010;³ódzkie;PL1001;Aglomeracja £ódzka;LdZgieMielcz;LdZgierzWIOSAMielcza;PM2.5;1g;32,9;1,0;468,0;8639;98,6;1,0
2010;³ódzkie;PL1002;strefa ³ódzka;LdPioTrSienk;LdPiotrkWIOSMSienkie;PM2.5;24g;29,8;2,2;204,0;230;63,0;2,6
2010;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;MpKrakowWIOSAKra6117;PM2.5;1g;61,1;3,0;515,0;8733;99,7;1,0
2010;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;MpKrakowWIOSBuja6119;PM2.5;1g;34,4;3,0;423,0;6414;73,2;1,9
2010;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;MpKrakowWIOSBuja6119;PM2.5;24g;35,6;2,0;299,0;257;70,4;1,8
2010;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;MpKrakowWIOSBulw6118;PM2.5;1g;40,8;3,0;375,0;6350;72,5;1,2
2010;ma³opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;MpKrakowWIOSBulw6118;PM2.5;24g;40,6;3,1;245,3;258;70,7;1,2
2010;ma³opolskie;PL1202;miasto Tarnów;MpTarBitStud;MpTarnowWIOSBitw6304;PM2.5;24g;32,3;2,0;272,0;303;83,0;1,2
2010;ma³opolskie;PL1203;strefa ma³opolska;MpNSaczWIOSPija6204;MpNSaczWIOSPija6204;PM2.5;24g;46,6;4,0;357,0;232;63,6;1,7
2010;ma³opolskie;PL1203;strefa ma³opolska;MpZakopaSien;MpZakopaWIOSRown1701;PM2.5;24g;37,4;3,0;198,0;362;99,2;1,0
2010;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;MzWarTarKondra;PM2.5;24g;30,5;5,4;114,5;352;96,4;1,0
2010;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;MzWarszUrsynow;PM2.5;24g;28,3;1,8;92,9;349;95,6;1,0
2010;mazowieckie;PL1402;miasto P³ock;MzPlocMiReja;MzPlockReja;PM2.5;24g;27,9;6,0;111,6;299;81,9;0,8
2010;mazowieckie;PL1403;miasto Radom;MzRadHallera;MzRadomHallera;PM2.5;24g;25,8;3,1;98,7;156;42,7;1,8
2010;mazowieckie;PL1403;miasto Radom;MzRadTochter;MzRadomTochter;PM2.5;24g;32,4;4,9;121,3;205;56,2;0,6
2010;mazowieckie;PL1404;strefa mazowiecka;MzPiasPulask;MzPiastowPulask;PM2.5;24g;26,3;4,2;79,4;237;64,9;1,6
2010;opolskie;PL1601;miasto Opole;OpOpoleOsAKr;OpOpole4pyl;PM2.5;24g;26,7;1,0;178,0;314;86,0;0,7
2010;opolskie;PL1602;strefa opolska;OpKKozBSmial;OpKkozle1a;PM2.5;1g;39,5;1,0;429,0;7544;86,1;1,1
2010;opolskie;PL1602;strefa opolska;OpKluczMicki;OpKlucz2pyl;PM2.5;24g;31,8;2,0;191,0;146;40,0;0,6
2010;podkarpackie;PL1801;miasto Rzeszów;PkRzeszRejta;PkRzeszWIOSNoweMiasto;PM2.5;24g;27,9;4,0;218,2;318;87,1;1,3
2010;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;PkRzeszWIOSSzop;PM2.5;1g;50,7;13,0;595,0;8134;92,9;1,0
2010;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;PkRzeszWIOSSzop;PM2.5;24g;24,5;3,3;113,6;323;88,5;1,2
2010;podkarpackie;PL1802;strefa podkarpacka;PkJasloSikor;PkJasloWIOSSikorskiego;PM2.5;1g;42,4;0,8;476,0;5841;66,7;1,2
2010;podkarpackie;PL1802;strefa podkarpacka;PkKrosKletow;PkKrosnoWIOSKletowki;PM2.5;24g;29,7;4,7;171,6;310;84,9;1,3
2010;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;PkNiskoWIOSSzklar;PM2.5;24g;26,3;2,2;137,7;301;82,5;1,4
2010;podkarpackie;PL1802;strefa podkarpacka;PkPrzemyslWIOSMick;PkPrzemyslWIOSMick;PM2.5;1g;41,3;0,7;368,8;6549;74,8;0,8
2010;podlaskie;PL2001;Aglomeracja Bia³ostocka;PdBialWarsza;PdBialyWarszawska;PM2.5;24g;23,7;3,0;133,0;282;77,3;1,1
2010;podlaskie;PL2001;Aglomeracja Bia³ostocka;PdBialWaszyn;PdBialyMiejska;PM2.5;1g;23,9;0,0;281,0;8536;97,4;1,0
2010;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;PdLomzaSikorskiego;PM2.5;24g;26,6;1,8;137,1;304;83,3;1,3
2010;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLecz08m;Pm.aw08m;PM2.5;24g;23,0;1,9;114,3;243;66,6;1,7
2010;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;Pm.a08a;PM2.5;1g;20,5;0,8;262,1;8639;98,6;1,0
2010;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPowWiel;Pm.01w.02m;PM2.5;24g;20,0;4,0;124,0;185;50,7;1,5
2010;pomorskie;PL2202;strefa pomorska;Pm.63.wDSMm;Pm.63.wDSMm;PM2.5;24g;19,2;1,0;89,0;282;77,3;0,8
2010;pomorskie;PL2202;strefa pomorska;Pm.aw07m;Pm.aw07m;PM2.5;24g;20,4;5,0;95,0;266;72,9;1,3
2010;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;Pm.63.wDSAa;PM2.5;24g;19,2;1,0;89,0;282;77,3;0,8
2010;œl¹skie;PL2401;Aglomeracja Górnoœl¹ska;SlGliwicMewy;SlGliwiGliw_mewy;PM2.5;1g;45,8;1,0;624,0;8256;94,2;1,0
2010;œl¹skie;PL2401;Aglomeracja Górnoœl¹ska;SlGliwicMewy;SlGliwiGliw_mewy;PM2.5;24g;42,9;5,0;219,0;350;95,9;0,9
2010;œl¹skie;PL2401;Aglomeracja Górnoœl¹ska;SlKatoKossut;SlKatowKato_kossu;PM2.5;1g;44,5;1,0;641,0;8120;92,7;1,1
2010;œl¹skie;PL2401;Aglomeracja Górnoœl¹ska;SlKatoKossut;SlKatowKato_kossu;PM2.5;24g;42,1;1,6;229,6;355;97,3;1,0
2010;œl¹skie;PL2402;Aglomeracja Rybnicko-Jastrzêbska;SlZorySikors;SlZoryzZory_sikor;PM2.5;24g;44,3;5,0;227,0;328;89,9;1,2
2010;œl¹skie;PL2403;miasto Bielsko-Bia³a;SlBielSterni;SlBielbBiel_stern;PM2.5;24g;42,3;5,0;418,0;357;97,8;1,0
2010;œl¹skie;PL2404;miasto Czêstochowa;SlCzestoZana;SlCzestCzes_zana6;PM2.5;24g;40,9;5,0;224,0;347;95,1;1,1
2010;œl¹skie;PL2405;strefa œl¹ska;SlGodGliniki;SlGodowWodz_wodzi;PM2.5;24g;49,1;5,0;320,0;359;98,4;1,0
2010;œl¹skie;PL2405;strefa œl¹ska;SlZlotPotLes;SlZlotyJano_lesni;PM2.5;24g;21,8;5,0;88,0;245;67,1;1,6
2010;œwiêtokrzyskie;PL2601;miasto Kielce;SkKielJagiel;SkKielJagielWios;PM2.5;1g;37,0;0,0;379,7;7465;85,2;1,1
2010;œwiêtokrzyskie;PL2601;miasto Kielce;SkKielJagiel;SkKielJagielWios;PM2.5;24g;31,2;2,0;222,7;333;91,2;1,1
2010;œwiêtokrzyskie;PL2602;strefa œwiêtokrzyska;SkBuskRokosz;SkBuskoWios2;PM2.5;24g;28,4;0,4;201,1;337;92,3;1,1
2010;warmiñsko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;WmOlsztyWIOS_Puszkin;PM2.5;1g;22,9;0,1;340,6;7880;90,0;1,1
2010;warmiñsko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;WmOlsztyWIOS_Puszkin;PM2.5;24g;18,4;0,7;100,8;353;96,7;1,1
2010;warmiñsko-mazurskie;PL2802;miasto Elbl¹g;WmElbBazynsk;WmElblagWIOS_Bazynsk;PM2.5;24g;22,7;1,2;169,2;322;88,2;1,0
2010;warmiñsko-mazurskie;PL2803;strefa warmiñsko-mazurska;WmOstrChrobr;WmOstrodWIOS_Chrobre;PM2.5;24g;18,1;2,0;154,0;318;87,1;1,0
2010;warmiñsko-mazurskie;PL2803;strefa warmiñsko-mazurska;WmPuszczaBor;WmPuszcz_IOS_Borecka;PM2.5;24g;15,2;1,1;69,1;360;98,6;1,0
2010;wielkopolskie;PL3001;Aglomeracja Poznañska;WpPoznPolank;WpWKP001;PM2.5;1g;30,9;0,1;313,2;8513;97,2;1,0
2010;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;WpWKPKalisz007/10;PM2.5;1g;32,9;0,3;378,9;7329;83,7;1,3
2010;zachodniopomorskie;PL3201;Aglomeracja Szczeciñska;ZpSzczAndr01;ZpSzczecin001;PM2.5;1g;17,3;0,1;152,8;7973;91,0;1,1
2010;zachodniopomorskie;PL3201;Aglomeracja Szczeciñska;ZpSzczAndr01;ZpSzczecin001;PM2.5;24g;17,1;1,1;126,2;347;95,1;1,1
2010;zachodniopomorskie;PL3201;Aglomeracja Szczeciñska;ZpSzczPils02;ZpSzczecin002;PM2.5;1g;21,9;0,0;313,0;8073;92,2;1,1
2010;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszSpasow;ZpKoszalin006;PM2.5;24g;15,3;1,1;110,4;352;96,4;1,1
2010;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpMyslZaBram;ZpMysMysliborz007;PM2.5;24g;19,7;4,3;88,2;239;65,5;1,8
2010;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzczec1Maj;ZpSzcSzczecinek008;PM2.5;24g;23,0;1,3;124,1;312;85,5;0,7
2011;dolnoœl¹skie;PL0201;Aglomeracja Wroc³awska;DsWrocAlWisn;DsWrocWisA;PM2.5;1g;32,3;1,0;242,0;7453;85,1;1,1
2011;dolnoœl¹skie;PL0201;Aglomeracja Wroc³awska;DsWrocAlWisn;DsWrocWisA;PM2.5;24g;32,5;7,1;139,7;329;90,1;1,1
